,Date,Average_views_per_viewer,Unique_viewers,Click_rate,Impressions,Comments,Shares,Dislikes,Subscribers_lost,Subscribers_gained,Likes,Average_viewed,Videos_published,Subscribers,Views,Watch_hours,Average_view_sec,Revenue
595,2020-04-08,1.5317,14167.0,6.72,259860.0,53.0,59.0,23.0,23.0,352.0,880.0,30.72,0.0,329.0,21699.0,1013.6158,168,3.1630000000000003
596,2020-04-09,1.4613,20106.0,6.91,342867.0,52.0,89.0,30.0,31.0,487.0,1054.0,30.75,0.0,456.0,29381.0,1301.3927,159,4.438
597,2020-04-10,1.4814,17275.0,6.78,299587.0,53.0,50.0,24.0,52.0,379.0,925.0,29.08,0.0,327.0,25591.0,1115.5265,156,4.954
598,2020-04-11,1.4912,13684.0,6.51,247477.0,35.0,45.0,27.0,35.0,331.0,723.0,28.75,0.0,296.0,20406.0,887.6260000000001,156,3.6489999999999996
599,2020-04-12,1.4452,11463.0,6.52,201979.0,23.0,39.0,16.0,29.0,218.0,599.0,29.32,0.0,189.0,16566.0,704.7571,153,2.4730000000000003
600,2020-04-13,1.4445,12236.0,6.51,214307.0,41.0,42.0,23.0,29.0,237.0,543.0,28.55,0.0,208.0,17675.0,736.9601,150,2.9939999999999998
601,2020-04-14,1.5346,11108.0,6.4,207673.0,174.0,55.0,20.0,45.0,279.0,1075.0,30.15,1.0,234.0,17046.0,874.4696,184,2.682
602,2020-04-15,1.5446,9257.0,6.44,174511.0,82.0,43.0,11.0,11.0,226.0,601.0,30.99,0.0,215.0,14298.0,698.7409,175,1.805
603,2020-04-16,1.5557,7939.0,6.38,151998.0,36.0,30.0,13.0,19.0,187.0,513.0,30.72,0.0,168.0,12351.0,595.9575,173,1.2919999999999998
604,2020-04-17,1.6013,6483.0,6.25,129298.0,53.0,29.0,5.0,30.0,189.0,486.0,29.54,0.0,159.0,10381.0,516.0593,178,1.413
605,2020-04-18,1.6982,5838.0,6.14,126287.0,46.0,30.0,7.0,21.0,245.0,494.0,29.09,0.0,224.0,9914.0,507.8912,184,1.206
606,2020-04-19,1.6148,6210.0,6.32,125167.0,46.0,30.0,9.0,26.0,238.0,448.0,29.5,0.0,212.0,10028.0,499.49300000000005,179,0.95
607,2020-04-20,1.5709,7835.0,6.59,148504.0,55.0,38.0,12.0,36.0,295.0,573.0,30.72,0.0,259.0,12308.0,603.3319,176,1.5090000000000001
608,2020-04-21,1.5724,8302.0,6.39,161153.0,73.0,46.0,11.0,21.0,403.0,718.0,29.6,0.0,382.0,13054.0,668.303,184,1.102
609,2020-04-22,1.5966,8897.0,6.33,176802.0,72.0,45.0,8.0,40.0,468.0,749.0,27.59,0.0,428.0,14205.0,704.8692,178,1.406
610,2020-04-23,1.5830000000000002,10154.0,6.35,201382.0,68.0,49.0,12.0,51.0,494.0,818.0,28.25,0.0,443.0,16074.0,782.9737,175,1.5759999999999998
611,2020-04-24,1.6278,8485.0,6.29,171220.0,52.0,51.0,14.0,33.0,473.0,774.0,27.18,0.0,440.0,13812.0,696.2633,181,1.614
612,2020-04-25,1.6181,14469.0,6.66,272790.0,238.0,78.0,24.0,78.0,667.0,1784.0,31.28,1.0,589.0,23413.0,1296.6435,199,3.263
613,2020-04-26,1.5678,15098.0,6.0,306393.0,143.0,78.0,22.0,62.0,642.0,1367.0,31.24,0.0,580.0,23670.0,1293.9541,196,3.071
614,2020-04-27,1.6414,12433.0,5.65,278552.0,119.0,58.0,16.0,42.0,705.0,1133.0,29.09,0.0,663.0,20408.0,1121.6348,197,2.7230000000000003
615,2020-04-28,1.6619,11600.0,5.62,262950.0,90.0,57.0,15.0,55.0,616.0,1036.0,28.22,0.0,561.0,19278.0,1029.9389,192,2.6180000000000003
616,2020-04-29,1.5937,11148.0,5.57,245292.0,79.0,54.0,17.0,63.0,619.0,986.0,27.17,0.0,556.0,17767.0,920.4398,186,2.654
617,2020-04-30,1.6366,10268.0,5.64,226161.0,82.0,75.0,16.0,57.0,567.0,813.0,27.25,0.0,510.0,16805.0,869.8793,186,1.949
618,2020-05-01,1.6722,10354.0,5.98,213931.0,241.0,76.0,13.0,58.0,415.0,1378.0,29.14,1.0,357.0,17314.0,929.188,193,2.463
619,2020-05-02,1.7496,7747.0,5.85,168355.0,112.0,64.0,11.0,49.0,312.0,816.0,29.9,0.0,263.0,13554.0,725.4565,192,2.0869999999999997
620,2020-05-03,1.7639,5628.0,5.94,120922.0,50.0,38.0,8.0,43.0,259.0,561.0,29.16,0.0,216.0,9927.0,548.2715,198,1.35
621,2020-05-04,1.72,5407.0,5.88,118443.0,42.0,48.0,10.0,38.0,274.0,436.0,28.8,0.0,236.0,9300.0,502.9807,194,1.306
622,2020-05-05,1.7853,4382.0,6.0,96526.0,49.0,13.0,6.0,29.0,212.0,382.0,29.01,0.0,183.0,7823.0,434.6962,200,1.189
623,2020-05-06,1.8067,4288.0,6.16,93017.0,51.0,20.0,6.0,37.0,224.0,350.0,27.27,0.0,187.0,7747.0,407.7786,189,1.032
624,2020-05-07,1.7682,4124.0,6.11,87196.0,49.0,28.0,5.0,38.0,221.0,369.0,27.12,0.0,183.0,7292.0,385.4944,190,0.818
625,2020-05-08,1.83,4052.0,6.28,86270.0,59.0,31.0,3.0,34.0,212.0,314.0,27.83,0.0,178.0,7415.0,392.1796,190,1.023
626,2020-05-09,1.7038,4406.0,6.19,90654.0,42.0,26.0,10.0,22.0,246.0,386.0,25.95,0.0,224.0,7507.0,384.7154,184,0.98
627,2020-05-10,1.6069,7215.0,6.27,130877.0,159.0,48.0,10.0,54.0,242.0,1081.0,30.4,1.0,188.0,11594.0,708.7736,220,2.9589999999999996
628,2020-05-11,1.6376,6219.0,5.73,128335.0,56.0,49.0,7.0,38.0,224.0,606.0,28.03,0.0,186.0,10184.0,570.5379,201,1.649
629,2020-05-12,1.7221,4847.0,6.09,99658.0,36.0,29.0,7.0,35.0,230.0,450.0,28.19,0.0,195.0,8347.0,465.9996,200,1.217
630,2020-05-13,1.8082,4733.0,6.19,100656.0,61.0,56.0,8.0,39.0,280.0,450.0,26.76,0.0,241.0,8558.0,453.3748,190,2.228
631,2020-05-14,1.7337,4582.0,6.13,95347.0,39.0,27.0,4.0,29.0,226.0,425.0,26.88,0.0,197.0,7944.0,419.6403,190,0.982
632,2020-05-15,1.7097,4667.0,6.05,94287.0,38.0,22.0,8.0,42.0,261.0,407.0,26.32,0.0,219.0,7979.0,426.8278,192,1.112
633,2020-05-16,1.7084,6793.0,6.41,130675.0,206.0,52.0,9.0,66.0,278.0,1037.0,26.96,1.0,212.0,11605.0,622.2458,193,1.61
634,2020-05-17,1.6535,7131.0,5.5,157867.0,87.0,46.0,7.0,53.0,334.0,693.0,25.02,0.0,281.0,11791.0,595.0406,181,1.3430000000000002
635,2020-05-18,1.713,6004.0,5.86,126424.0,56.0,41.0,8.0,34.0,373.0,498.0,25.38,0.0,339.0,10285.0,528.5037,184,1.063
636,2020-05-19,1.6935,5938.0,6.02,122627.0,63.0,25.0,7.0,43.0,301.0,455.0,25.35,0.0,258.0,10056.0,495.851,177,1.584
637,2020-05-20,1.6562,5631.0,5.91,116376.0,41.0,34.0,7.0,46.0,294.0,414.0,25.42,0.0,248.0,9326.0,465.6938,179,1.212
638,2020-05-21,1.7233,4934.0,5.78,106140.0,58.0,31.0,2.0,38.0,312.0,383.0,24.85,0.0,274.0,8503.0,434.4338,183,0.998
639,2020-05-22,1.7538,5053.0,6.07,106199.0,42.0,28.0,9.0,41.0,298.0,420.0,25.37,0.0,257.0,8862.0,459.9868,186,0.9129999999999999
640,2020-05-23,1.6755,5652.0,5.87,118409.0,43.0,39.0,12.0,29.0,323.0,500.0,23.56,0.0,294.0,9470.0,469.3522,178,1.015
641,2020-05-24,1.6936,5062.0,5.67,110660.0,50.0,39.0,4.0,48.0,280.0,382.0,24.6,0.0,232.0,8573.0,420.7766,176,1.247
642,2020-05-25,1.6847,5011.0,5.83,103319.0,53.0,19.0,2.0,48.0,269.0,378.0,23.94,0.0,221.0,8442.0,400.7748,170,1.02
643,2020-05-26,1.6692,5269.0,5.55,113822.0,34.0,39.0,12.0,56.0,275.0,388.0,24.04,0.0,219.0,8795.0,429.6926,175,1.203
644,2020-05-27,1.7153,4999.0,5.85,107762.0,34.0,45.0,3.0,39.0,278.0,380.0,25.63,0.0,239.0,8575.0,434.08099999999996,182,1.32
645,2020-05-28,1.683,4325.0,5.92,88842.0,26.0,26.0,6.0,36.0,222.0,357.0,25.37,0.0,186.0,7279.0,366.4584,181,1.161
646,2020-05-29,1.7466,4440.0,5.71,98966.0,41.0,26.0,7.0,19.0,261.0,332.0,25.46,0.0,242.0,7755.0,404.0833,187,1.311
647,2020-05-30,1.7205,4723.0,5.73,103892.0,33.0,32.0,10.0,40.0,262.0,366.0,24.6,0.0,222.0,8126.0,415.7146,184,1.196
648,2020-05-31,1.7571,4834.0,5.58,110766.0,35.0,45.0,13.0,38.0,283.0,383.0,23.79,0.0,245.0,8494.0,431.6475,182,1.3769999999999998
649,2020-06-01,1.7337,4457.0,5.59,100471.0,42.0,33.0,9.0,53.0,287.0,416.0,23.94,0.0,234.0,7727.0,396.059,184,1.389
650,2020-06-02,1.7361,4449.0,5.87,94957.0,24.0,42.0,4.0,52.0,271.0,372.0,24.23,0.0,219.0,7724.0,398.0422,185,1.3630000000000002
651,2020-06-03,1.8880000000000001,3590.0,5.79,79966.0,41.0,31.0,7.0,37.0,217.0,307.0,24.29,0.0,180.0,6778.0,346.1903,183,1.129
652,2020-06-04,1.7606,3755.0,5.78,81303.0,36.0,21.0,7.0,43.0,226.0,296.0,23.98,0.0,183.0,6611.0,340.3803,185,1.246
653,2020-06-05,1.8594,3115.0,5.94,68704.0,32.0,29.0,4.0,34.0,194.0,272.0,24.78,0.0,160.0,5792.0,301.8998,187,1.2590000000000001
654,2020-06-06,1.8519,3153.0,6.05,70042.0,28.0,17.0,6.0,34.0,191.0,233.0,24.5,0.0,157.0,5839.0,297.5512,183,1.264
655,2020-06-07,1.7576,4134.0,6.27,79082.0,138.0,28.0,5.0,55.0,200.0,591.0,27.18,1.0,145.0,7266.0,397.4962,196,1.3940000000000001
656,2020-06-08,1.734,5207.0,6.29,101703.0,145.0,33.0,8.0,63.0,221.0,735.0,27.6,0.0,158.0,9029.0,491.9309,196,1.8030000000000002
657,2020-06-09,1.7675,4048.0,6.01,87516.0,54.0,23.0,6.0,53.0,182.0,366.0,25.84,0.0,129.0,7155.0,369.8243,186,1.355
658,2020-06-10,1.7541,3672.0,6.05,77960.0,46.0,28.0,7.0,39.0,245.0,367.0,24.15,0.0,206.0,6441.0,324.0053,181,1.3869999999999998
659,2020-06-11,1.8583,3210.0,6.15,68850.0,37.0,28.0,6.0,43.0,172.0,279.0,25.21,0.0,129.0,5965.0,309.039,186,1.2770000000000001
660,2020-06-12,1.8337,2826.0,6.45,57325.0,32.0,27.0,2.0,38.0,134.0,226.0,25.01,0.0,96.0,5182.0,266.5867,185,1.097
661,2020-06-13,1.8118,2938.0,6.2,62797.0,26.0,35.0,8.0,36.0,151.0,279.0,24.9,0.0,115.0,5323.0,273.1172,184,1.2009999999999998
662,2020-06-14,1.7952,2763.0,6.14,59811.0,26.0,22.0,4.0,38.0,164.0,251.0,24.33,0.0,126.0,4960.0,248.5753,180,1.2109999999999999
663,2020-06-15,1.9046,2820.0,6.41,61527.0,16.0,26.0,4.0,32.0,158.0,225.0,24.44,0.0,126.0,5371.0,273.7293,183,1.2890000000000001
664,2020-06-16,1.8689,2936.0,6.24,64339.0,28.0,25.0,8.0,32.0,192.0,313.0,25.21,0.0,160.0,5487.0,295.2624,193,1.6969999999999998
665,2020-06-17,1.8297,2836.0,6.05,62488.0,24.0,20.0,1.0,45.0,183.0,263.0,25.71,0.0,138.0,5189.0,276.8792,192,1.44
666,2020-06-18,1.9736,2574.0,6.21,58292.0,34.0,20.0,1.0,47.0,139.0,209.0,25.92,0.0,92.0,5080.0,270.4937,191,1.605
667,2020-06-19,1.9019,2537.0,6.45,54622.0,30.0,27.0,3.0,44.0,168.0,227.0,25.42,0.0,124.0,4825.0,253.5337,189,1.515
668,2020-06-20,1.8986,2633.0,6.42,55247.0,24.0,19.0,6.0,38.0,149.0,234.0,25.89,0.0,111.0,4999.0,267.4172,192,1.598
669,2020-06-21,1.8624,2449.0,6.32,53407.0,28.0,35.0,3.0,35.0,117.0,179.0,25.23,0.0,82.0,4561.0,231.285,182,1.062
670,2020-06-22,1.9458,2713.0,6.58,60121.0,21.0,16.0,8.0,35.0,165.0,223.0,25.39,0.0,130.0,5279.0,274.735,187,1.149
671,2020-06-23,1.9338,2702.0,6.57,58311.0,21.0,17.0,3.0,42.0,187.0,211.0,24.31,0.0,145.0,5225.0,265.2292,182,1.263
672,2020-06-24,1.8562,2782.0,6.27,60366.0,28.0,26.0,4.0,36.0,153.0,265.0,24.86,0.0,117.0,5164.0,264.5575,184,1.517
673,2020-06-25,1.8780000000000001,2648.0,6.62,55796.0,21.0,29.0,5.0,45.0,168.0,209.0,25.03,0.0,123.0,4973.0,254.5249,184,1.248
674,2020-06-26,1.8755,2547.0,6.78,52066.0,14.0,19.0,9.0,39.0,157.0,211.0,24.4,0.0,118.0,4777.0,239.5381,180,1.19
675,2020-06-27,1.8330000000000002,2539.0,6.5,52793.0,27.0,23.0,2.0,32.0,156.0,245.0,25.35,0.0,124.0,4654.0,242.7045,187,1.511
676,2020-06-28,1.8415,2423.0,6.72,48523.0,32.0,15.0,8.0,37.0,142.0,206.0,24.13,0.0,105.0,4462.0,223.3455,180,1.23
677,2020-06-29,1.834,2488.0,6.32,52940.0,22.0,11.0,4.0,39.0,149.0,192.0,24.25,0.0,110.0,4563.0,226.2945,178,1.355
678,2020-06-30,1.8512,2809.0,6.74,58161.0,26.0,20.0,7.0,59.0,174.0,234.0,24.73,0.0,115.0,5200.0,260.9569,180,1.123
679,2020-07-01,1.7575,3303.0,6.53,68429.0,28.0,16.0,3.0,44.0,191.0,268.0,23.31,0.0,147.0,5805.0,280.8374,174,1.923
680,2020-07-02,1.8013,3125.0,6.41,65258.0,34.0,46.0,9.0,50.0,212.0,262.0,24.41,0.0,162.0,5629.0,280.434,179,0.8740000000000001
681,2020-07-03,1.804,2903.0,6.52,59711.0,18.0,16.0,7.0,30.0,173.0,215.0,24.56,0.0,143.0,5237.0,258.3575,177,0.767
682,2020-07-04,1.8724,2861.0,6.64,59331.0,24.0,38.0,2.0,49.0,166.0,225.0,24.89,0.0,117.0,5357.0,267.4103,179,1.17
683,2020-07-05,1.8321,2936.0,6.42,63706.0,28.0,30.0,2.0,61.0,202.0,277.0,25.69,0.0,141.0,5379.0,279.1879,186,1.035
684,2020-07-06,1.889,2873.0,6.77,59595.0,27.0,40.0,7.0,48.0,156.0,245.0,24.64,0.0,108.0,5427.0,272.8301,180,0.8859999999999999
685,2020-07-07,1.8748,2795.0,6.42,58512.0,29.0,20.0,4.0,32.0,163.0,225.0,23.98,0.0,131.0,5240.0,256.2448,176,1.171
686,2020-07-08,1.8702,2836.0,6.54,59863.0,21.0,52.0,6.0,41.0,165.0,246.0,24.14,0.0,124.0,5304.0,258.776,175,1.361
687,2020-07-09,1.8264,2960.0,6.45,62032.0,29.0,24.0,5.0,60.0,174.0,241.0,23.66,0.0,114.0,5406.0,259.9257,173,1.328
688,2020-07-10,1.8059,2669.0,6.37,56230.0,12.0,18.0,5.0,42.0,123.0,222.0,25.15,0.0,81.0,4820.0,245.2534,183,1.395
689,2020-07-11,1.8446,2594.0,6.52,55096.0,23.0,17.0,4.0,58.0,179.0,217.0,25.05,0.0,121.0,4785.0,244.3758,183,1.571
690,2020-07-12,1.8565,2669.0,6.3,58411.0,21.0,17.0,5.0,40.0,152.0,221.0,25.16,0.0,112.0,4955.0,252.6909,183,1.0959999999999999
691,2020-07-13,1.7993,2761.0,6.23,59057.0,27.0,18.0,1.0,43.0,148.0,225.0,25.0,0.0,105.0,4968.0,252.3084,182,0.87
692,2020-07-14,1.8056,2556.0,6.28,54046.0,25.0,20.0,3.0,40.0,147.0,187.0,24.6,0.0,107.0,4615.0,228.5569,178,1.036
693,2020-07-15,1.7182,3176.0,6.47,58704.0,133.0,18.0,8.0,52.0,143.0,557.0,25.67,1.0,91.0,5457.0,257.7573,170,1.53
694,2020-07-16,1.7511,3451.0,6.11,70758.0,83.0,28.0,7.0,40.0,140.0,492.0,26.68,0.0,100.0,6043.0,292.2376,174,1.778
695,2020-07-17,1.7608,2788.0,6.2,58682.0,37.0,24.0,3.0,41.0,139.0,254.0,25.2,0.0,98.0,4909.0,240.9875,176,1.49
696,2020-07-18,1.8294,2684.0,6.4,55330.0,33.0,32.0,0.0,27.0,149.0,228.0,25.69,0.0,122.0,4910.0,245.0288,179,1.037
697,2020-07-19,1.7493,3027.0,6.13,65677.0,38.0,28.0,6.0,40.0,161.0,248.0,24.84,0.0,121.0,5295.0,253.3863,172,1.3969999999999998
698,2020-07-20,1.8735,2728.0,5.99,63762.0,21.0,26.0,11.0,30.0,163.0,219.0,25.28,0.0,133.0,5111.0,248.6442,175,1.156
699,2020-07-21,1.7852,2724.0,5.88,60345.0,27.0,16.0,5.0,39.0,147.0,195.0,25.83,0.0,108.0,4863.0,249.1709,184,1.252
700,2020-07-22,1.8465,2599.0,6.1,58375.0,42.0,33.0,6.0,38.0,132.0,230.0,24.39,0.0,94.0,4799.0,226.7887,170,1.2890000000000001
701,2020-07-23,1.8361,2722.0,5.98,62094.0,36.0,22.0,4.0,44.0,163.0,226.0,24.31,0.0,119.0,4998.0,239.0404,172,1.226
702,2020-07-24,1.7719999999999998,2658.0,5.77,59732.0,23.0,16.0,5.0,45.0,140.0,214.0,25.29,0.0,95.0,4710.0,232.2836,177,1.1
703,2020-07-25,1.7133,3206.0,5.79,73341.0,35.0,21.0,5.0,38.0,178.0,305.0,26.11,0.0,140.0,5493.0,276.9768,181,1.4040000000000001
704,2020-07-26,1.7867,3090.0,5.73,71039.0,35.0,13.0,9.0,36.0,181.0,289.0,24.79,0.0,145.0,5521.0,269.9738,176,1.064
705,2020-07-27,1.8584,2790.0,5.67,68343.0,46.0,48.0,10.0,36.0,158.0,297.0,25.28,0.0,122.0,5185.0,254.4625,176,1.167
706,2020-07-28,1.7726,2836.0,5.98,62697.0,43.0,29.0,6.0,48.0,169.0,231.0,26.83,0.0,121.0,5027.0,265.485,190,1.236
707,2020-07-29,1.7773,2681.0,5.87,59939.0,27.0,21.0,2.0,39.0,163.0,217.0,25.69,0.0,124.0,4765.0,237.3186,179,1.157
708,2020-07-30,1.742,2686.0,5.97,58340.0,39.0,19.0,6.0,41.0,138.0,207.0,25.24,0.0,97.0,4679.0,230.6067,177,1.083
709,2020-07-31,1.7655,2674.0,5.9,59682.0,21.0,10.0,9.0,48.0,128.0,202.0,25.98,0.0,80.0,4721.0,242.6277,185,1.087
710,2020-08-01,1.8335,2517.0,6.35,54497.0,26.0,31.0,1.0,40.0,142.0,219.0,24.61,0.0,102.0,4615.0,222.8721,173,0.902
711,2020-08-02,1.6463,2197.0,5.57,48558.0,17.0,9.0,4.0,37.0,105.0,174.0,25.71,0.0,68.0,3617.0,181.9422,181,0.7709999999999999
712,2020-08-03,1.7427,2184.0,6.19,47482.0,27.0,14.0,4.0,23.0,116.0,191.0,24.11,0.0,93.0,3806.0,177.3006,167,0.883
713,2020-08-04,1.8578,2334.0,6.21,53145.0,23.0,23.0,2.0,39.0,106.0,214.0,25.66,0.0,67.0,4336.0,217.0998,180,1.3230000000000002
714,2020-08-05,1.7915,2235.0,5.85,50226.0,25.0,22.0,5.0,32.0,105.0,180.0,24.49,0.0,73.0,4004.0,193.0641,173,0.875
715,2020-08-06,1.8631,2345.0,6.24,51793.0,21.0,19.0,5.0,46.0,126.0,196.0,25.51,0.0,80.0,4369.0,216.3408,178,0.938
716,2020-08-07,1.8627,2374.0,6.24,52925.0,29.0,27.0,2.0,42.0,120.0,190.0,26.03,0.0,78.0,4422.0,225.5358,183,1.0190000000000001
717,2020-08-08,1.8939,2470.0,6.03,57694.0,23.0,22.0,6.0,40.0,143.0,244.0,25.57,0.0,103.0,4678.0,236.299,181,1.2690000000000001
718,2020-08-09,1.8,2535.0,6.15,57690.0,27.0,30.0,11.0,59.0,162.0,232.0,25.98,0.0,103.0,4563.0,230.7383,182,1.2009999999999998
719,2020-08-10,1.8234,2531.0,6.19,56478.0,22.0,16.0,1.0,43.0,152.0,198.0,26.36,0.0,109.0,4615.0,236.6916,184,1.2409999999999999
720,2020-08-11,1.8893,2503.0,6.1,59210.0,32.0,26.0,6.0,45.0,133.0,241.0,24.53,0.0,88.0,4729.0,228.9322,174,1.094
721,2020-08-12,1.8517,2617.0,6.19,59124.0,26.0,14.0,2.0,43.0,151.0,222.0,25.58,0.0,108.0,4846.0,243.1083,180,1.327
722,2020-08-13,1.8156,2918.0,5.91,66805.0,35.0,49.0,2.0,49.0,167.0,287.0,25.56,0.0,118.0,5298.0,270.6887,183,1.355
723,2020-08-14,1.8458,2723.0,6.01,62239.0,12.0,44.0,4.0,53.0,161.0,288.0,24.91,0.0,108.0,5026.0,246.0164,176,1.318
724,2020-08-15,1.7984,2664.0,5.98,60079.0,24.0,28.0,7.0,46.0,144.0,211.0,25.8,0.0,98.0,4791.0,243.3794,182,1.101
725,2020-08-16,1.804,2822.0,5.95,64687.0,27.0,32.0,6.0,45.0,158.0,258.0,25.31,0.0,113.0,5091.0,260.1721,183,1.2109999999999999
726,2020-08-17,1.8274,2850.0,6.12,63992.0,29.0,34.0,6.0,52.0,164.0,220.0,25.34,0.0,112.0,5208.0,260.7648,180,1.335
727,2020-08-18,1.8147,2935.0,5.85,68322.0,22.0,25.0,3.0,40.0,178.0,244.0,24.9,0.0,138.0,5326.0,262.6182,177,1.453
728,2020-08-19,1.787,2774.0,6.04,62944.0,21.0,37.0,10.0,49.0,166.0,253.0,24.9,0.0,117.0,4957.0,245.7581,178,1.075
729,2020-08-20,1.8196,2949.0,5.88,68586.0,33.0,43.0,4.0,48.0,168.0,239.0,25.18,0.0,120.0,5366.0,271.4484,182,1.069
730,2020-08-21,1.7982,2938.0,5.82,67281.0,49.0,20.0,8.0,40.0,181.0,234.0,24.59,0.0,141.0,5283.0,262.3048,178,1.001
731,2020-08-22,1.7943,2810.0,5.79,65493.0,18.0,25.0,8.0,54.0,149.0,192.0,23.7,0.0,95.0,5042.0,236.6194,168,0.889
732,2020-08-23,1.7776,3084.0,6.08,69259.0,38.0,31.0,11.0,41.0,180.0,279.0,24.06,0.0,139.0,5482.0,267.5097,175,1.13
733,2020-08-24,1.7393,2988.0,5.98,65886.0,23.0,21.0,8.0,49.0,169.0,257.0,23.43,0.0,120.0,5197.0,245.0814,169,0.9570000000000001
734,2020-08-25,1.761,2916.0,5.91,64235.0,22.0,26.0,2.0,42.0,184.0,254.0,23.6,0.0,142.0,5135.0,243.7454,170,0.971
735,2020-08-26,1.7671,2748.0,5.77,62830.0,41.0,20.0,2.0,49.0,140.0,228.0,24.11,0.0,91.0,4856.0,234.5458,173,1.158
736,2020-08-27,1.745,2918.0,6.01,64024.0,26.0,19.0,4.0,42.0,175.0,213.0,23.97,0.0,133.0,5092.0,248.7347,175,0.976
737,2020-08-28,1.8217,2760.0,5.72,64379.0,26.0,25.0,5.0,45.0,151.0,245.0,23.61,0.0,106.0,5028.0,239.0047,171,1.43
738,2020-08-29,1.8179,3020.0,5.99,68874.0,42.0,35.0,5.0,60.0,164.0,259.0,23.87,0.0,104.0,5490.0,262.6499,172,1.136
739,2020-08-30,1.7301,3175.0,5.46,76481.0,28.0,20.0,6.0,59.0,205.0,280.0,23.63,0.0,146.0,5493.0,268.6114,176,1.4680000000000002
740,2020-08-31,1.6966,3342.0,5.45,80154.0,23.0,28.0,9.0,39.0,195.0,285.0,24.13,0.0,156.0,5670.0,281.0401,178,1.4380000000000002
741,2020-09-01,1.704,3703.0,5.4,89412.0,26.0,23.0,4.0,55.0,229.0,315.0,23.65,0.0,174.0,6310.0,310.01099999999997,176,1.545
742,2020-09-02,1.7296,3565.0,5.69,82419.0,40.0,32.0,3.0,48.0,243.0,344.0,23.68,0.0,195.0,6166.0,305.4844,178,1.5319999999999998
743,2020-09-03,1.6349,9602.0,6.96,162769.0,183.0,40.0,11.0,101.0,369.0,1602.0,30.79,1.0,268.0,15698.0,910.9613,208,4.096
744,2020-09-04,1.6092,9930.0,6.89,182250.0,78.0,55.0,13.0,69.0,346.0,997.0,28.86,0.0,277.0,15979.0,854.6027,192,4.2330000000000005
745,2020-09-05,1.6086,12425.0,6.86,231165.0,56.0,62.0,29.0,78.0,420.0,1115.0,28.39,0.0,342.0,19987.0,1038.3357,187,4.248
746,2020-09-06,1.5435,14690.0,6.96,264697.0,69.0,62.0,27.0,97.0,550.0,1322.0,28.87,0.0,453.0,22674.0,1177.9374,187,4.607
747,2020-09-07,1.5830000000000002,17556.0,6.95,324371.0,72.0,79.0,32.0,80.0,672.0,1522.0,28.55,0.0,592.0,27791.0,1424.2577,184,5.325
748,2020-09-08,1.5973,18522.0,6.5,356293.0,349.0,135.0,26.0,101.0,651.0,2586.0,29.06,1.0,550.0,29586.0,1565.3145,190,6.642
749,2020-09-09,1.7199,8272.0,5.24,199193.0,105.0,83.0,11.0,62.0,358.0,1056.0,28.62,0.0,296.0,14227.0,779.5672,197,4.0889999999999995
750,2020-09-10,1.6576,8170.0,4.83,209887.0,69.0,66.0,9.0,69.0,386.0,928.0,27.0,0.0,317.0,13543.0,708.8375,188,4.227
751,2020-09-11,1.6952,5990.0,4.91,151765.0,62.0,48.0,8.0,67.0,293.0,661.0,26.65,0.0,226.0,10154.0,523.0986,185,3.571
752,2020-09-12,1.6546,5541.0,5.26,129249.0,50.0,33.0,6.0,38.0,265.0,537.0,26.25,0.0,227.0,9168.0,465.1918,182,3.5260000000000002
753,2020-09-13,1.7344,4668.0,5.24,111689.0,51.0,54.0,8.0,51.0,246.0,498.0,26.4,0.0,195.0,8096.0,413.1193,183,2.7289999999999996
754,2020-09-14,1.7163,4427.0,5.45,101369.0,50.0,39.0,6.0,52.0,215.0,437.0,26.59,0.0,163.0,7598.0,388.4744,184,2.701
755,2020-09-15,1.7535,4106.0,5.62,92104.0,40.0,30.0,4.0,57.0,219.0,367.0,26.93,0.0,162.0,7200.0,372.0521,186,2.533
756,2020-09-16,1.6017,17336.0,7.56,265851.0,557.0,131.0,39.0,97.0,559.0,2671.0,36.83,1.0,462.0,27767.0,2284.7321,296,12.261
757,2020-09-17,1.5626,24093.0,6.63,420721.0,334.0,153.0,39.0,123.0,715.0,2574.0,35.09,0.0,592.0,37648.0,2901.9939,277,17.771
758,2020-09-18,1.4925,40355.0,6.4,681899.0,384.0,295.0,75.0,126.0,1396.0,3527.0,33.43,0.0,1270.0,60229.0,4497.6038,268,27.744
759,2020-09-19,1.4971,39191.0,6.11,676011.0,312.0,292.0,82.0,132.0,1328.0,3483.0,31.1,0.0,1196.0,58671.0,4000.0814,245,24.430999999999997
760,2020-09-20,1.5759,32900.0,6.12,608846.0,449.0,142.0,54.0,161.0,952.0,3886.0,33.28,1.0,791.0,51846.0,3240.9706,225,19.289
761,2020-09-21,1.558,23848.0,5.81,464423.0,134.0,137.0,45.0,87.0,686.0,2073.0,31.34,0.0,599.0,37154.0,2263.9125,219,12.148
762,2020-09-22,1.5895,17054.0,5.68,348990.0,145.0,110.0,28.0,94.0,586.0,1458.0,30.92,0.0,492.0,27108.0,1634.9794,217,8.519
763,2020-09-23,1.5742,14784.0,5.69,304116.0,92.0,86.0,29.0,102.0,486.0,1243.0,31.32,0.0,384.0,23273.0,1410.795,218,8.127
764,2020-09-24,1.5382,15042.0,5.73,308488.0,85.0,95.0,27.0,97.0,429.0,1174.0,30.45,0.0,332.0,23138.0,1313.7615,204,7.835
